0,1
18.605328,-23.518293
11.550214,-9.313647
31.561586,16.482306
17.70779,-10.88262
-40.567226,31.561422
-40.77278,-12.846397
-23.764902,22.164042
-10.133044,38.951893
-6.2933316,2.707788
-33.72762,-17.69331
28.698338,-5.871936
-44.813835,29.95014
-31.612108,-5.2384253
37.981716,-21.47839
11.462672,7.8655696
-19.795649,-3.195201
-16.596247,-40.006294
-25.476156,-14.516579
58.199856,-13.998489
8.704546,-38.33852
-6.055396,-30.928928
13.324181,38.232567
-13.612473,-23.388517
7.0065746,-23.60148
1.4419523,7.2532983
8.369642,-6.660978
-42.089657,9.036063
-33.42069,37.660725
34.412064,-22.719177
-32.385105,36.857277
50.537045,4.9942136
-50.197723,-1.2446302
2.451474,-14.5968075
-12.309282,4.5396028
-11.611363,25.935656
17.196327,31.040102
7.0261383,-7.5199866
-20.574251,2.0928655
4.0909,-30.544603
54.4695,0.35908958
16.829107,-29.311771
-13.685251,10.5304165
-24.526033,8.061673
-39.953316,-17.41046
-1.6963326,-48.02738
-11.023616,-5.1765695
-3.288649,-28.499521
3.7179966,40.95701
34.46349,8.323787
55.823036,-21.35445
-33.926712,-3.04584
-43.418648,-8.477098
39.246887,-13.512598
-42.859875,-0.07832931
31.809,1.3342984
-14.612486,-31.643179
24.69847,-10.4616
-24.648684,1.1164268
-9.646667,-7.1523166
-33.244198,33.4318
35.607185,2.5327725
20.139263,-28.809082
-25.75372,-17.815973
-47.03418,16.633347
-39.387676,8.7202835
22.972057,14.206242
56.73736,1.4138571
-13.906334,-37.753983
-48.152023,18.74575
-34.42372,8.600123
46.756905,8.778174
32.71296,-31.83623
-31.395193,-16.867775
47.03786,0.95288384
-9.573601,-31.676409
-21.316807,0.66371506
54.029396,-14.366788
28.095758,13.162931
20.627018,-29.64564
-8.402827,-33.471603
-8.371002,20.651785
13.575222,17.125322
-9.4583435,-16.129282
-25.348818,24.921589
25.739916,22.14157
-28.054611,0.0008585514
-30.72329,36.447037
-4.7650247,24.383316
6.9419403,24.689314
-12.551113,-34.61676
-2.1969535,3.0568027
-32.411213,-3.523909
-7.4331126,3.8646963
0.83906,-46.64841
17.643702,-30.660242
-30.026043,-21.68704
-16.58281,34.80185
-12.725471,0.63517314
2.0439763,30.434683
-15.390035,-22.426428
-34.20995,-12.457098
20.722141,-25.257744
-4.078665,-20.32279
-32.63777,24.365162
-38.39961,22.56521
-40.925354,16.872503
53.366978,4.155879
-21.620916,27.676414
-22.309664,28.161234
1.3720889,-14.963487
11.938212,10.749718
-7.123585,14.121744
-7.6643248,-34.45865
-28.496529,-4.8627925
26.13401,-24.175192
-11.66433,-23.573011
1.831291,34.97342
-31.73303,5.880007
-12.384572,-38.78828
29.152206,-7.6057806
-46.63125,17.091146
-33.37061,32.0754
-29.703785,-14.95049
-26.086815,-16.140676
45.01673,-7.4526
-36.313103,13.754075
-22.300228,37.212204
-28.434471,11.855765
-32.64037,12.239054
-40.541187,25.640898
-20.41924,-32.175835
5.0904093,35.228855
-24.915392,18.385265
27.892145,30.106949
-6.2918754,1.9567436
39.87818,-11.157318
6.1981716,41.79823
30.167704,-21.682978
-14.312648,-30.674488
-4.9429383,-37.670265
-53.772476,6.8553023
1.3405215,-47.3029
21.347513,16.168636
34.729813,3.1171248
52.948887,3.3976889
-36.201786,30.996399
6.7323046,-44.28494
0.8388983,27.744596
-50.979156,7.01095
-23.970673,16.196787
11.213382,11.18015
-22.874565,-16.149717
-30.620209,-4.7312713
-18.566969,26.361942
1.8198118,30.279312
4.812697,14.417398
-6.935729,20.580748
-20.596546,-3.8317213
-24.186996,13.579476
-0.14568603,-30.150377
-31.92832,37.15209
-8.899527,28.065817
7.599577,23.375286
59.807972,-13.937192
16.533316,-12.461858
6.758478,-25.927494
9.987019,36.358418
-4.22029,-15.615487
-29.581343,-19.712952
20.017088,2.4532762
-21.168852,33.396374
-46.595215,-6.3367023
-22.376255,-16.494387
-15.8202715,11.9368105
8.519741,21.530909
24.619568,-4.062567
-50.355125,17.30339
26.038797,-13.379015
-21.968573,35.294827
9.5102625,36.564198
-23.20321,25.508537
-52.990337,8.948216
22.654406,-2.1406813
-8.926136,-25.426395
-21.402905,-2.1587768
26.472328,20.490644
10.008232,-7.2021875
20.624697,37.149994
40.37795,-8.193031
-29.274061,25.455881
-19.328562,26.980457
-9.428994,-36.61017
-1.6140949,-13.516361
-10.078877,18.13682
-7.7009306,4.550547
-45.155697,22.816654
-9.392347,-14.728465
48.68897,3.0328975
-15.649843,36.33724
-47.194057,27.500792
-42.475704,30.60758
37.788746,-14.377943
27.818827,-23.26753
26.969261,25.79204
27.37344,-15.657985
-3.905685,-13.673283
-37.972893,-0.76603526
-41.73006,14.3144045
-15.589203,-27.67353
-3.3140302,5.73028
57.36801,-17.73378
-10.032153,-6.804097
11.339277,-39.222412
3.9152627,-27.87484
31.14863,13.955777
4.007484,32.736282
52.80536,1.0252267
-2.3875437,8.829894
56.82176,-18.667969
34.399384,-15.534452
4.4276614,-15.851286
-50.07246,15.878897
12.007149,-41.611473
-39.400723,13.864733
-8.022698,-15.461855
5.09165,-40.25238
27.170628,-32.86547
-33.547783,-12.259822
-51.2682,11.603644
-52.26001,11.098974
16.86717,18.7282
-24.62933,-3.8555849
-14.12332,34.886272
47.383602,-9.914483
15.415681,38.30937
20.359762,15.28046
-13.065722,-22.736412
-32.286613,30.682482
-4.6499825,-12.333621
0.1565356,7.509866
26.605246,22.430126
36.53254,-9.173842
11.628894,-37.671165
9.57615,-42.560795
56.317486,-13.394945
-22.968075,-0.9729348
60.68005,-14.305694
4.185097,-18.167564
14.154165,31.238134
-41.010334,14.786436
19.18961,-16.487747
-26.756676,-17.34934
0.26002368,-37.868275
-48.507282,-11.965446
-29.987307,14.242771
-28.309048,19.351013
9.229504,39.221966
-6.1316648,-30.961378
-36.26979,-9.337698
5.7041965,-39.64191
-29.898096,-1.8859128
-11.343906,8.576844
13.812611,-31.444427
-13.058412,4.825865
16.000914,-1.851718
-13.701266,18.403751
-5.517882,-43.623093
29.055449,31.443913
-22.511438,6.8078337
-27.016386,11.777106
28.518137,-17.76601
20.933008,-24.002094
31.016241,-11.578516
-30.568558,37.682518
40.51219,15.139321
17.432177,-38.35652
-1.5846816,9.797197
0.5653754,-22.223276
10.272093,26.75604
17.696487,-35.81625
-6.084496,16.922407
45.97372,-7.570692
10.62251,-6.450785
-40.99603,28.931894
15.314606,20.469387
56.548153,-11.273046
26.199781,-11.431259
40.263363,-12.132926
-18.374907,7.234292
1.6947267,-30.786266
-26.571905,13.606103
-22.108719,-15.7242365
-14.764973,-6.024002
-12.597864,-25.280579
-39.635967,-15.112851
-29.549095,12.399511
21.797142,-29.644226
9.281374,-2.5795808
-32.81648,2.7551727
-12.842203,3.9803133
-32.535698,37.94668
26.684132,-33.667038
-14.91264,9.787316
-2.3606722,-10.135998
-43.372257,-8.416221
-48.61924,-13.960948
-49.494396,21.114218
-36.877087,30.54498
-5.5344553,20.71455
-32.052795,22.545591
-6.447782,0.8221481
5.87483,22.766045
-33.765823,11.870366
-25.79466,-18.307047
-8.033505,14.315514
30.948488,-10.296184
31.178158,16.090397
-31.935629,38.416973
-20.851536,-19.515902
-20.481571,-4.334089
22.37822,-33.278282
23.51287,-4.5376186
23.53226,11.272074
-6.612776,21.615614
